method,method_label,region,eps,seed,lr_power,utility_jaccard,distortion_mae
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.1,26,0.0833333333333333,0.5337837837837838,0.4744100806150547
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.1,27,0.0166666666666666,0.5335570469798657,0.5351939630251257
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.1,28,0.0166666666666666,0.559322033898305,0.4694950734214327
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.1,29,0.0916666666666666,0.5503355704697986,0.4931926309523993
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,0,0.0583333333333333,0.5472972972972973,0.4616124919291748
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,1,0.1083333333333333,0.5117845117845118,0.4608650263252842
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,2,0.15,0.5631399317406144,0.4812842597765515
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,3,0.0166666666666666,0.5423728813559322,0.4438832080084965
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,4,0.025,0.5612244897959183,0.4814578122343677
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,5,0.0583333333333333,0.5220338983050847,0.4816100259335752
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,6,0.075,0.5371621621621622,0.4887626145881512
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,7,0.0333333333333333,0.5656565656565656,0.5017122994448964
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,8,0.05,0.5387205387205387,0.4658807737511704
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,9,0.0583333333333333,0.5743243243243243,0.4985321079098492
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,10,0.025,0.5563139931740614,0.4835094005961622
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,11,0.05,0.5460750853242321,0.5050780252273461
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,12,0.0416666666666666,0.5186440677966102,0.5254220424886875
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,13,0.1166666666666666,0.5544217687074829,0.4591963846300251
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,14,0.0583333333333333,0.5472972972972973,0.4982188226316829
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,15,0.0416666666666666,0.4848484848484848,0.4651405182937643
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,16,0.0333333333333333,0.5306122448979592,0.4933173321531209
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,17,0.1166666666666666,0.5510204081632653,0.4774305988505443
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,18,0.125,0.5680272108843537,0.4491758823476114
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,19,0.0666666666666666,0.5016949152542373,0.466684878267482
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,20,0.0166666666666666,0.5748299319727891,0.4739716011788694
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,21,0.1083333333333333,0.5622895622895623,0.4745646516568169
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,22,0.0333333333333333,0.5525423728813559,0.4722980706490499
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,23,0.0666666666666666,0.5322033898305085,0.4427683164305022
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,24,0.0666666666666666,0.5612244897959183,0.4710254102801893
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,25,0.0916666666666666,0.5641891891891891,0.4940561470790366
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,26,0.0833333333333333,0.5236486486486487,0.4574419236467524
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,27,0.0166666666666666,0.5369127516778524,0.5235041147314798
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,28,0.025,0.5559322033898305,0.4585957806779061
method1,Method 1 (SNP Laplace DP),chr2_5Mb,0.3,29,0.1,0.5525423728813559,0.4849383470528806
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,0,0.0416666666666666,0.5324232081911263,0.425992714544841
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,1,0.0916666666666666,0.5155709342560554,0.4294357862157839
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,2,0.225,0.5486111111111112,0.4413246194807589
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,3,0.025,0.5376712328767124,0.4001409817170896
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,4,0.025,0.5463917525773195,0.4538266003403097
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,5,0.05,0.515358361774744,0.4436854973136127
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,6,0.0416666666666666,0.5221843003412969,0.4498289191937315
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,7,0.05,0.5680272108843537,0.4621391617694665
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,8,0.05,0.5408163265306123,0.4362092380349574
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,9,0.0583333333333333,0.5684931506849316,0.4515529912912108
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,10,0.025,0.5570934256055363,0.4372580116720499
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,11,0.0666666666666666,0.5379310344827586,0.4593577049962361
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,12,0.0916666666666666,0.5187713310580204,0.4862325486375546
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,13,0.1333333333333333,0.5501730103806228,0.4074038971530248
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,14,0.05,0.54421768707483,0.4487933987265561
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,15,0.025,0.4846416382252559,0.4187719737702876
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,16,0.0166666666666666,0.5445205479452054,0.4585428538815194
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,17,0.125,0.5547945205479452,0.4357793155361363
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,18,0.1333333333333333,0.5724137931034483,0.4204263705890061
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,19,0.0666666666666666,0.5138888888888888,0.4272984172631881
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,20,0.0416666666666666,0.5631399317406144,0.4313124293117071
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,21,0.0916666666666666,0.5525423728813559,0.4385596168562958
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,22,0.0666666666666666,0.5601374570446735,0.4353221877936448
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,23,0.075,0.5324232081911263,0.409605917360315
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,24,0.05,0.5616438356164384,0.4462222533654125
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,25,0.1083333333333333,0.5631399317406144,0.4460665231278599
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,26,0.1333333333333333,0.5085324232081911,0.4142920254382361
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,27,0.0083333333333333,0.5288135593220339,0.4755480480761719
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,28,0.0166666666666666,0.541095890410959,0.4244892509546954
method1,Method 1 (SNP Laplace DP),chr2_5Mb,1.0,29,0.0833333333333333,0.5563139931740614,0.4418308759894714
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,0,0.05,0.545774647887324,0.3427362165888062
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,1,0.1916666666666666,0.505338078291815,0.3370455348170534
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,2,0.2333333333333333,0.5460992907801419,0.3588819930140209
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,3,0.075,0.519298245614035,0.3219760751974879
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,4,0.0083333333333333,0.5244755244755245,0.3581508679611894
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,5,0.1,0.5017543859649123,0.3563768884800836
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,6,0.075,0.5176056338028169,0.3692202446725849
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,7,0.05,0.5486111111111112,0.3689747261495445
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,8,0.0916666666666666,0.5609756097560976,0.349589749602842
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,9,0.1166666666666666,0.5669014084507042,0.3568846458238308
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,10,0.0166666666666666,0.5672727272727273,0.3472043259682029
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,11,0.0416666666666666,0.5425531914893617,0.3624573262083236
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,12,0.2,0.5160142348754448,0.4098690674336924
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,13,0.1416666666666666,0.572992700729927,0.3137131634751357
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,14,0.0416666666666666,0.5403508771929825,0.3599874750072615
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,15,0.0666666666666666,0.4857142857142857,0.3206949832411979
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,16,0.0333333333333333,0.5104166666666666,0.3621056421597564
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,17,0.1416666666666666,0.528169014084507,0.330956556736834
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,18,0.1166666666666666,0.541958041958042,0.3452511919801536
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,19,0.0916666666666666,0.5,0.3469569147005034
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,20,0.0583333333333333,0.5598591549295775,0.3491293720033999
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,21,0.0916666666666666,0.5508771929824562,0.3462073550475297
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,22,0.1,0.5335689045936396,0.3430424721890941
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,23,0.1083333333333333,0.5354609929078015,0.3367924720717227
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,24,0.0833333333333333,0.5473684210526316,0.3585811583315472
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,25,0.1666666666666666,0.5331010452961672,0.3486327633409753
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,26,0.0833333333333333,0.4982698961937716,0.3443007962685852
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,27,0.0583333333333333,0.5263157894736842,0.3816370380911109
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,28,0.0416666666666666,0.5614035087719298,0.3455887194771824
method1,Method 1 (SNP Laplace DP),chr2_5Mb,3.0,29,0.0416666666666666,0.5263157894736842,0.3314305568262507
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,0,0.025,0.5606060606060606,0.1997348112707042
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,1,0.1,0.5058823529411764,0.1833102587814943
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,2,0.1333333333333333,0.5451127819548872,0.2052601333196272
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,3,0.1,0.5430711610486891,0.1707008799204841
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,4,0.0166666666666666,0.5399239543726235,0.1986890770253779
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,5,0.1083333333333333,0.5133079847908745,0.1943241671895312
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,6,0.0833333333333333,0.5038461538461538,0.2022670453755194
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,7,0.0916666666666666,0.571969696969697,0.1986940231567595
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,8,0.0166666666666666,0.5230769230769231,0.1864668265109176
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,9,0.05,0.5498154981549815,0.1988938628614472
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,10,0.0166666666666666,0.5622489959839357,0.192098453174472
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,11,0.075,0.5657370517928287,0.1946044259692183
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,12,0.2166666666666666,0.56640625,0.2255058620182863
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,13,0.075,0.5686274509803921,0.1696535824639557
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,14,0.0166666666666666,0.5285171102661597,0.1952703624683607
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,15,0.0333333333333333,0.5137254901960784,0.174430522952925
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,16,0.025,0.4980842911877394,0.1929995092279333
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,17,0.05,0.528957528957529,0.177177206786886
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,18,0.1666666666666666,0.5535055350553506,0.195841021069693
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,19,0.0583333333333333,0.5019157088122606,0.191898406102526
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,20,0.0916666666666666,0.583011583011583,0.1914057921624832
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,21,0.1,0.5525291828793775,0.1876377267426631
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,22,0.0416666666666666,0.546875,0.1867031080648093
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,23,0.1666666666666666,0.5175097276264592,0.1924599540941382
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,24,0.1166666666666666,0.5375939849624061,0.1850437877227068
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,25,0.1583333333333333,0.5318352059925093,0.1914066319482479
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,26,0.0333333333333333,0.5283018867924528,0.1932835602719611
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,27,0.0833333333333333,0.5451127819548872,0.2147912924660466
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,28,0.05,0.549618320610687,0.197845069615258
method1,Method 1 (SNP Laplace DP),chr2_5Mb,10.0,29,0.0583333333333333,0.549618320610687,0.1761106227790928
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,0,0.0175438596491228,0.2561728395061728,0.1419212020140868
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,1,0.0526315789473684,0.25,0.1364671158661222
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,2,0.0701754385964912,0.202572347266881,0.159536256316393
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,3,0.0526315789473684,0.1924290220820189,0.1818553207864626
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,4,0.087719298245614,0.1884057971014492,0.1513843518592683
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,5,0.0701754385964912,0.2539682539682539,0.1439522517230728
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,6,0.1052631578947368,0.2446808510638297,0.1474699824431346
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,7,0.2105263157894736,0.1853146853146853,0.1429626781891801
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,8,0.087719298245614,0.2296819787985865,0.1534948302767824
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,9,0.1929824561403508,0.2020905923344947,0.1553033657508356
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,10,0.087719298245614,0.1838709677419354,0.1735787503626074
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,11,0.0701754385964912,0.1403508771929824,0.1488068732140083
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,12,0.0526315789473684,0.1768707482993197,0.1403275673393219
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,13,0.0175438596491228,0.2647975077881619,0.1812495566700269
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,14,0.2280701754385964,0.22397476340694,0.1498374235778488
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,15,0.087719298245614,0.3152866242038216,0.1549654125137875
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,16,0.1228070175438596,0.2310030395136778,0.1573237130950391
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,17,0.0175438596491228,0.2724458204334365,0.1487290074781643
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,18,0.087719298245614,0.28125,0.1468452938269144
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,19,0.1403508771929824,0.2156862745098039,0.1491464379859839
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,20,0.2807017543859649,0.2549668874172185,0.172035326962966
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,21,0.1228070175438596,0.2151898734177215,0.1563904777517455
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,22,0.0350877192982456,0.1911764705882352,0.1697968548309337
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,23,0.0175438596491228,0.2786377708978328,0.1547757017289039
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,24,0.087719298245614,0.2818181818181818,0.1401351651419379
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,25,0.1228070175438596,0.165079365079365,0.164840556636219
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,26,0.1228070175438596,0.1986754966887417,0.165562700734652
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,27,0.1403508771929824,0.3232323232323232,0.1292656558656379
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,28,0.1052631578947368,0.25177304964539,0.1602848670240782
method2,Method 2 (Haploblock DP),chr10_1Mb,0.03,29,0.1578947368421052,0.2564102564102564,0.1465712341588051
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,0,0.0175438596491228,0.2570532915360501,0.1411099291539745
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,1,0.0526315789473684,0.247588424437299,0.1358204155897655
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,2,0.0701754385964912,0.2057877813504823,0.1590796616327237
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,3,0.0526315789473684,0.1924290220820189,0.1812204174726741
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,4,0.087719298245614,0.1824817518248175,0.1510224899062865
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,5,0.0701754385964912,0.2356687898089172,0.1432336745876851
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,6,0.1052631578947368,0.2446808510638297,0.1470234026266858
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,7,0.1929824561403508,0.1783216783216783,0.1425478618361845
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,8,0.1052631578947368,0.2296819787985865,0.1529802591533247
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,9,0.175438596491228,0.1805054151624548,0.1542863218304181
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,10,0.087719298245614,0.1677852348993288,0.1718852377202539
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,11,0.0701754385964912,0.1403508771929824,0.1481386731604277
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,12,0.0526315789473684,0.160958904109589,0.1399175066609294
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,13,0.0350877192982456,0.2670807453416149,0.1804937545013414
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,14,0.2280701754385964,0.2151898734177215,0.1490453634613417
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,15,0.0701754385964912,0.31629392971246,0.1544022746458091
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,16,0.1228070175438596,0.2317073170731707,0.1562065637678752
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,17,0.0175438596491228,0.2727272727272727,0.1479129066190544
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,18,0.087719298245614,0.2768166089965398,0.1465368996251741
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,19,0.175438596491228,0.2156862745098039,0.1486042424984217
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,20,0.2631578947368421,0.2392026578073089,0.1710524721636417
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,21,0.1228070175438596,0.2126984126984127,0.1557430424683175
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,22,0.0350877192982456,0.1911764705882352,0.1684285497923947
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,23,0.0175438596491228,0.26875,0.1539798718291412
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,24,0.1052631578947368,0.2765957446808511,0.1396194949229872
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,25,0.1228070175438596,0.1736334405144694,0.1641415346786015
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,26,0.1052631578947368,0.1986754966887417,0.1649614122919029
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,27,0.1403508771929824,0.3231292517006803,0.128878879998269
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,28,0.1228070175438596,0.2304964539007092,0.1597018940834288
method2,Method 2 (Haploblock DP),chr10_1Mb,0.1,29,0.1578947368421052,0.2668810289389067,0.1423424309181368
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,0,0.0175438596491228,0.2572347266881029,0.1387540164636296
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,1,0.0701754385964912,0.2491803278688524,0.1342739781132737
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,2,0.1228070175438596,0.202572347266881,0.1574555258146026
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,3,0.0526315789473684,0.1786833855799373,0.1790034267068971
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,4,0.087719298245614,0.1715328467153284,0.1497503839767898
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,5,0.087719298245614,0.2154340836012861,0.1414118823926992
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,6,0.1228070175438596,0.2246376811594203,0.1456904502257118
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,7,0.175438596491228,0.1785714285714285,0.1416328309309939
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,8,0.1228070175438596,0.2230483271375464,0.15079263407515
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,9,0.175438596491228,0.1838235294117647,0.1516895889178635
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,10,0.1052631578947368,0.136518771331058,0.1677097454127099
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,11,0.0701754385964912,0.1312056737588652,0.1464696005556413
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,12,0.0526315789473684,0.1519434628975265,0.1389386652881742
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,13,0.0350877192982456,0.2523364485981308,0.1780613323261426
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,14,0.1929824561403508,0.2038216560509554,0.1469315233425455
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,15,0.0701754385964912,0.3201320132013201,0.1520979655190421
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,16,0.1403508771929824,0.2352941176470588,0.1535874128269278
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,17,0.0175438596491228,0.25,0.1454261072444824
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,18,0.1578947368421052,0.2638888888888889,0.1449061748957095
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,19,0.1228070175438596,0.22,0.1466337730373453
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,20,0.2456140350877192,0.1925675675675675,0.1680523510416894
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,21,0.1228070175438596,0.2051282051282051,0.1539749769947933
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,22,0.0526315789473684,0.1804281345565749,0.16499186583015
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,23,0.0,0.2601880877742947,0.1515543156474979
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,24,0.1052631578947368,0.2745098039215686,0.1381576306162066
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,25,0.1228070175438596,0.173076923076923,0.161936196462505
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,26,0.1052631578947368,0.17,0.1624441668397025
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,27,0.1228070175438596,0.3275862068965517,0.127936800369381
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,28,0.1228070175438596,0.2101449275362318,0.1581486650473922
method2,Method 2 (Haploblock DP),chr10_1Mb,0.3,29,0.1403508771929824,0.2607260726072607,0.1386863191882505
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,0,0.0175438596491228,0.2711267605633803,0.1329012215451799
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,1,0.0350877192982456,0.2535211267605634,0.1300692624371275
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,2,0.1403508771929824,0.1868852459016393,0.1525631609232437
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,3,0.0175438596491228,0.1453287197231834,0.1701446747096439
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,4,0.1403508771929824,0.1412213740458015,0.1449661543345562
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,5,0.1052631578947368,0.1912751677852349,0.1377585380135453
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,6,0.1052631578947368,0.2129277566539923,0.1425161268148679
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,7,0.1228070175438596,0.1580882352941176,0.1395204659035301
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,8,0.1578947368421052,0.1923076923076923,0.1450112603663387
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,9,0.175438596491228,0.1532567049808429,0.1445293723185849
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,10,0.1228070175438596,0.0823970037453183,0.1572327753018878
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,11,0.0175438596491228,0.1318681318681318,0.1416512002815586
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,12,0.0350877192982456,0.1313868613138686,0.1365647023785685
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,13,0.0701754385964912,0.2149837133550488,0.1699365091601551
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,14,0.1403508771929824,0.1845637583892617,0.1404780358138316
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,15,0.0526315789473684,0.2746478873239437,0.1454564129240538
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,16,0.175438596491228,0.2364864864864864,0.1478737409555875
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,17,0.0175438596491228,0.1941391941391941,0.1400007549934747
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,18,0.175438596491228,0.2490566037735849,0.140501293395067
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,19,0.1403508771929824,0.2142857142857142,0.1403312096990036
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,20,0.2807017543859649,0.1281138790035587,0.159610967939825
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,21,0.1228070175438596,0.1914191419141914,0.1473887763357044
method2,Method 2 (Haploblock DP),chr10_1Mb,1.0,22,0.0526315789473684,0.1594684385382059,0.1533825874465197
