seed,eps,region,n_snps,n_train,n_test,n_ctrl,n_min,delta1,scale,lr_threshold_test_95pct,lr_power,lr_member_mean,lr_nonmember_mean,true_sig,noisy_sig,tp,precision,recall,jaccard,maf_mse,maf_mae,clip_frac,shrink_alpha
9,1.0,chr2_5Mb,297,123,53,120,50,5.94,5.94,-1437.7016905972275,0.024390243902439025,-2298.281533578806,-2361.5418489434173,129,229,111,0.4847161572052402,0.8604651162790697,0.4493927125506073,0.3324747425958158,0.4610779808081185,0.9191919191919192,1.0
0,3.0,chr2_5Mb,297,123,53,120,47,6.319148936170213,2.106382978723404,-1155.0389222601902,0.0975609756097561,-1790.8006276542503,-1841.514348259613,133,225,108,0.48,0.8120300751879699,0.432,0.2661876252180053,0.4030603261228234,0.8080808080808081,1.0
1,3.0,chr2_5Mb,297,123,53,120,50,5.94,1.9800000000000002,-1168.444617150188,0.04065040650406504,-1852.8427734170614,-1903.608896195125,123,234,100,0.42735042735042733,0.8130081300813008,0.38910505836575876,0.28909408644248064,0.42705481200034257,0.7777777777777778,1.0
2,3.0,chr2_5Mb,297,123,53,120,46,6.456521739130435,2.152173913043478,-1263.110362369787,0.056910569105691054,-1981.1972315155288,-2144.7450188719336,130,233,111,0.47639484978540775,0.8538461538461538,0.44047619047619047,0.31502084445024137,0.4455712086537551,0.8114478114478114,1.0
3,3.0,chr2_5Mb,297,123,53,120,45,6.6,2.1999999999999997,-1175.3899371973228,0.08943089430894309,-1741.196396174483,-1946.4310117142704,125,226,101,0.4469026548672566,0.808,0.404,0.2808555651465021,0.4155773928772109,0.7676767676767676,1.0
4,3.0,chr2_5Mb,297,123,53,120,52,5.711538461538462,1.903846153846154,-1148.6869373993468,0.032520325203252036,-1899.9110676995358,-1853.179495214103,124,239,106,0.4435146443514644,0.8548387096774194,0.41245136186770426,0.29481767046134066,0.43127548831058266,0.7710437710437711,1.0
5,3.0,chr2_5Mb,297,123,53,120,51,5.823529411764706,1.9411764705882353,-1030.245718815626,0.032520325203252036,-1786.3792848953603,-1728.5371760944747,122,231,108,0.4675324675324675,0.8852459016393442,0.44081632653061226,0.2854206617840763,0.4135102213630728,0.7508417508417509,1.0
6,3.0,chr2_5Mb,297,123,53,120,48,6.1875,2.0625,-1077.3451777561852,0.032520325203252036,-1842.204668708795,-2008.3345549771796,128,243,113,0.46502057613168724,0.8828125,0.437984496124031,0.2952784505626213,0.42838222068044096,0.8181818181818182,1.0
7,3.0,chr2_5Mb,297,123,53,120,46,6.456521739130435,2.152173913043478,-1131.7788246041823,0.04065040650406504,-1848.299487973919,-1846.6939308168287,125,225,101,0.4488888888888889,0.808,0.40562248995983935,0.2809941157073897,0.41731800469974023,0.835016835016835,1.0
8,3.0,chr2_5Mb,297,123,53,120,48,6.1875,2.0625,-1077.9381193065324,0.032520325203252036,-1740.787312602958,-1723.7102836630872,127,232,109,0.4698275862068966,0.8582677165354331,0.436,0.26674906279637417,0.40374870665380586,0.7508417508417509,1.0
9,3.0,chr2_5Mb,297,123,53,120,50,5.94,1.9800000000000002,-1230.7940917020073,0.056910569105691054,-1902.867382787729,-1955.1851335614656,129,219,108,0.4931506849315068,0.8372093023255814,0.45,0.2850069990494435,0.41518373549975035,0.7946127946127947,1.0
0,10.0,chr2_5Mb,297,123,53,120,47,6.319148936170213,0.6319148936170212,-665.7386108461244,0.12195121951219512,-1028.1930920809205,-1055.2197693367552,133,210,106,0.5047619047619047,0.7969924812030075,0.4472573839662447,0.17478922760214075,0.30561810938698913,0.5858585858585859,1.0
1,10.0,chr2_5Mb,297,123,53,120,50,5.94,0.5940000000000001,-384.74002515322377,0.04065040650406504,-710.7684340125993,-725.2461959760781,123,208,94,0.4519230769230769,0.7642276422764228,0.39662447257383965,0.1524783999822466,0.28861086190394253,0.47474747474747475,1.0
2,10.0,chr2_5Mb,297,123,53,120,46,6.456521739130435,0.6456521739130434,-592.3055748917722,0.04065040650406504,-962.9621207909577,-1036.2598067311874,130,213,104,0.48826291079812206,0.8,0.4351464435146444,0.18807298823170068,0.3210548756954438,0.5353535353535354,1.0
3,10.0,chr2_5Mb,297,123,53,120,45,6.6,0.6599999999999999,-452.77664931375955,0.04065040650406504,-781.8456970037362,-854.599498746356,125,201,92,0.4577114427860697,0.736,0.39316239316239315,0.15067647461789876,0.2832503282784812,0.494949494949495,1.0
4,10.0,chr2_5Mb,297,123,53,120,52,5.711538461538462,0.5711538461538461,-447.5633757766409,0.08130081300813008,-788.7718459766181,-773.8329434006328,124,214,98,0.45794392523364486,0.7903225806451613,0.4083333333333333,0.1534499864957549,0.2916730598761463,0.48148148148148145,1.0
5,10.0,chr2_5Mb,297,123,53,120,51,5.823529411764706,0.5823529411764705,-434.2623896028778,0.11382113821138211,-756.5864050825006,-728.1329919552663,122,193,96,0.49740932642487046,0.7868852459016393,0.4383561643835616,0.15052085764013584,0.2780975293314268,0.47474747474747475,1.0
6,10.0,chr2_5Mb,297,123,53,120,48,6.1875,0.61875,-575.6606397342,0.12195121951219512,-896.7580231181641,-982.9642877799389,128,215,106,0.4930232558139535,0.828125,0.4472573839662447,0.1755121858493818,0.31150687407086153,0.531986531986532,1.0
7,10.0,chr2_5Mb,297,123,53,120,46,6.456521739130435,0.6456521739130434,-538.6737719454906,0.06504065040650407,-884.9435107132714,-881.2104528819103,125,208,97,0.46634615384615385,0.776,0.4110169491525424,0.16819197192078855,0.30373652078096425,0.5555555555555556,1.0
8,10.0,chr2_5Mb,297,123,53,120,48,6.1875,0.61875,-477.2243152794439,0.04065040650406504,-847.0911177093031,-838.101599688468,127,210,104,0.49523809523809526,0.8188976377952756,0.44635193133047213,0.14897918371251298,0.28088510668699435,0.5151515151515151,1.0
9,10.0,chr2_5Mb,297,123,53,120,50,5.94,0.5940000000000001,-501.8289521485556,0.04878048780487805,-851.0064163553221,-879.5496020668757,129,197,101,0.5126903553299492,0.7829457364341085,0.4488888888888889,0.16670521878743752,0.294893683899234,0.5016835016835017,1.0
