seed,eps,region,case_pop,n_snps,n_train,n_test,n_ctrl,n_min,delta1,scale,lr_threshold_test_95pct,lr_power,lr_member_mean,lr_nonmember_mean,true_sig,noisy_sig,tp,precision,recall,jaccard,maf_mse,maf_mae,clip_frac,shrink_alpha
8,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6170.637104505215,0.09166666666666666,-6394.986739197746,-6383.681336437088,309,550,284,0.5163636363636364,0.919093851132686,0.49391304347826087,0.304530126159988,0.4620924654348687,0.8979591836734694,1.0
9,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6053.680403918747,0.025,-6476.639024281073,-6435.324411943431,317,549,291,0.5300546448087432,0.917981072555205,0.5060869565217392,0.3094529751034069,0.46628432961609495,0.9030612244897959,1.0
10,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6100.554631361514,0.13333333333333333,-6280.3039744376965,-6313.74899176702,316,547,288,0.526508226691042,0.9113924050632911,0.5008695652173913,0.29523050689174285,0.4516682993178254,0.9132653061224489,1.0
11,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6493.622857870443,0.09166666666666666,-6739.968674887516,-6761.183902291267,303,554,282,0.5090252707581228,0.9306930693069307,0.49043478260869566,0.3229179889948194,0.48122624728136865,0.9166666666666666,1.0
12,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6206.31029520787,0.11666666666666667,-6472.061180742852,-6481.660255273276,316,545,284,0.5211009174311927,0.8987341772151899,0.49220103986135183,0.30764368102185563,0.46449139109021237,0.9064625850340136,1.0
13,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6086.390006353078,0.03333333333333333,-6440.884977192098,-6456.45263084807,303,555,277,0.4990990990990991,0.9141914191419142,0.47676419965576594,0.31741903866560994,0.476497755574475,0.8809523809523809,1.0
14,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6450.435323959289,0.058333333333333334,-6686.561001063764,-6667.462778138768,336,562,318,0.5658362989323843,0.9464285714285714,0.5482758620689655,0.3249249179846731,0.4835086184328763,0.9047619047619048,1.0
15,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6064.717870601817,0.041666666666666664,-6346.0333483900995,-6374.85777278906,313,554,293,0.5288808664259927,0.9361022364217252,0.5104529616724739,0.2996824203957097,0.45893505780987653,0.9132653061224489,1.0
16,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6262.263556237598,0.13333333333333333,-6435.634912156622,-6444.998096955921,315,556,297,0.5341726618705036,0.9428571428571428,0.5174216027874564,0.30512528780276665,0.46245985192233824,0.9081632653061225,1.0
17,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6160.377139430923,0.016666666666666666,-6586.16672828737,-6550.668169572283,302,547,276,0.5045703839122486,0.9139072847682119,0.4816753926701571,0.31568252683300413,0.4726856513431679,0.9183673469387755,1.0
18,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-6323.290024871229,0.008333333333333333,-6656.593407135885,-6597.080771287685,313,556,287,0.5161870503597122,0.9169329073482428,0.49312714776632305,0.32146137239746336,0.47737137407435226,0.9098639455782312,1.0
19,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-6121.178782016397,0.058333333333333334,-6508.615790198518,-6453.575652386255,305,553,285,0.515370705244123,0.9344262295081968,0.4973821989528796,0.30812708666884575,0.46670617145806514,0.9064625850340136,1.0
20,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6318.795302422518,0.058333333333333334,-6646.276632216951,-6643.800484312782,323,547,295,0.5393053016453382,0.913312693498452,0.5130434782608696,0.31598278718165757,0.47447109718682823,0.923469387755102,1.0
21,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-6110.6662636635065,0.03333333333333333,-6430.7081341963685,-6397.797213794225,317,559,295,0.5277280858676208,0.9305993690851735,0.5077452667814114,0.309120365744924,0.4650573775366556,0.9115646258503401,1.0
22,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6386.473506650009,0.15,-6604.967690846882,-6658.065050900945,311,544,282,0.5183823529411765,0.9067524115755627,0.49214659685863876,0.31303816805204915,0.4684992125124324,0.923469387755102,1.0
23,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6112.0145408935705,0.13333333333333333,-6301.886218618309,-6342.962290880764,325,552,300,0.5434782608695652,0.9230769230769231,0.5199306759098787,0.2972164667236838,0.4534915781700687,0.9098639455782312,1.0
24,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6272.640286304431,0.08333333333333333,-6508.191369036826,-6521.8928336265735,320,544,288,0.5294117647058824,0.9,0.5,0.3140787952763798,0.47255070759045475,0.9047619047619048,1.0
25,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6390.007350480901,0.10833333333333334,-6662.8967302761685,-6691.863702891359,315,563,297,0.5275310834813499,0.9428571428571428,0.5111876075731497,0.31896731430357983,0.4758857589472976,0.9149659863945578,1.0
26,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-6056.144678341243,0.06666666666666667,-6276.671898787814,-6317.930401389142,337,548,312,0.5693430656934306,0.9258160237388724,0.5445026178010471,0.3013211259991054,0.4569428191207046,0.8962585034013606,1.0
27,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-6542.382362704304,0.06666666666666667,-6804.129194219678,-6816.63992657905,308,559,288,0.5152057245080501,0.935064935064935,0.49740932642487046,0.3250850728948522,0.48265121088741697,0.9268707482993197,1.0
28,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6398.256140575293,0.008333333333333333,-6765.5974134642975,-6732.151959181744,329,550,303,0.5509090909090909,0.9209726443768997,0.5260416666666666,0.3210315127097787,0.4789778446923101,0.9268707482993197,1.0
29,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-5970.966050096029,0.125,-6129.197360074572,-6179.619227958067,321,545,294,0.5394495412844037,0.9158878504672897,0.513986013986014,0.2930306593175887,0.45099181016553774,0.8860544217687075,1.0
0,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4694.666403530075,0.041666666666666664,-4964.838318053867,-4922.8299650480285,320,534,287,0.5374531835205992,0.896875,0.5061728395061729,0.25608733839912756,0.41222021357098393,0.7431972789115646,1.0
1,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-4770.653134828471,0.09166666666666666,-5023.338163353148,-5002.424699045482,309,533,275,0.5159474671669794,0.889967637540453,0.48500881834215165,0.24803515517316943,0.4027526887133412,0.7857142857142857,1.0
2,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-4795.623122974327,0.1,-5029.024600463278,-5071.156170493083,329,522,286,0.5478927203065134,0.8693009118541033,0.5061946902654867,0.2622206623425308,0.42182745452237175,0.75,1.0
3,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4821.747706943424,0.16666666666666666,-5022.45685189987,-5035.553757204355,317,527,284,0.538899430740038,0.8958990536277602,0.5071428571428571,0.250466612401638,0.4068421139419359,0.7687074829931972,1.0
4,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4932.352013716721,0.025,-5235.29963982452,-5164.695643488447,302,538,279,0.5185873605947955,0.9238410596026491,0.49732620320855614,0.26132868236010964,0.41503826802639143,0.7806122448979592,1.0
5,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4732.401083117748,0.16666666666666666,-4944.970982480359,-4977.558473862929,307,536,277,0.5167910447761194,0.9022801302931596,0.48939929328621906,0.2568699148647855,0.4118099982954516,0.7329931972789115,1.0
6,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-5178.68547680228,0.1,-5398.239440408456,-5463.041740433592,323,534,289,0.5411985018726592,0.8947368421052632,0.5088028169014085,0.2733185742488631,0.4320553650158672,0.7857142857142857,1.0
7,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-5269.671562044406,0.058333333333333334,-5571.841097494982,-5580.077959779891,310,536,279,0.5205223880597015,0.9,0.49206349206349204,0.2887562161689906,0.4487623633411244,0.75,1.0
8,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4384.357702749181,0.05,-4611.777432095735,-4594.734305293781,309,528,276,0.5227272727272727,0.8932038834951457,0.4919786096256685,0.24070589047588462,0.39705482022753347,0.7108843537414966,1.0
9,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4864.519887845291,0.016666666666666666,-5283.666309526912,-5241.503876445921,317,533,285,0.5347091932457786,0.8990536277602523,0.504424778761062,0.26730003343163933,0.42103481412805943,0.7755102040816326,1.0
10,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4636.983782016611,0.125,-4829.678761741435,-4881.452582674109,316,521,272,0.5220729366602687,0.8607594936708861,0.4814159292035398,0.24105326908096952,0.39697134193457906,0.7687074829931972,1.0
11,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4909.254990660542,0.09166666666666666,-5138.548507475154,-5160.758098520781,303,538,274,0.5092936802973977,0.9042904290429042,0.48324514991181655,0.2623879156332112,0.42268659206031906,0.7619047619047619,1.0
12,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4903.72252264075,0.09166666666666666,-5144.98941026583,-5137.870314845711,316,532,279,0.5244360902255639,0.8829113924050633,0.4903339191564148,0.2563473103531517,0.41324727586103027,0.7806122448979592,1.0
13,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4692.211956884341,0.058333333333333334,-4980.0161299606025,-4985.525014925994,303,533,264,0.49530956848030017,0.8712871287128713,0.46153846153846156,0.25826578954025836,0.4148584945063139,0.7329931972789115,1.0
14,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4936.363523308146,0.06666666666666667,-5146.429472574534,-5139.39922435748,336,543,308,0.567219152854512,0.9166666666666666,0.5394045534150613,0.26452252683782285,0.42448331899832903,0.7551020408163265,1.0
15,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4522.072108580085,0.05,-4784.645288919669,-4802.13824211945,313,531,283,0.5329566854990584,0.9041533546325878,0.5044563279857398,0.24066430339749556,0.39864056248608704,0.75,1.0
16,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4743.970489318275,0.10833333333333334,-4936.727586812621,-4938.1600135276485,315,538,287,0.533457249070632,0.9111111111111111,0.5070671378091873,0.2536748325986188,0.4088819263717051,0.7551020408163265,1.0
17,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4262.99206711815,0.016666666666666666,-4700.351324394405,-4687.669138500766,302,530,266,0.5018867924528302,0.8807947019867549,0.46996466431095407,0.24109743794453561,0.40258510954348403,0.7380952380952381,1.0
18,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-4990.688617636958,0.016666666666666666,-5317.614392366153,-5265.199997764077,313,534,278,0.5205992509363296,0.8881789137380192,0.48857644991212656,0.26872794571131886,0.42597259683422617,0.782312925170068,1.0
19,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-4743.4052538693795,0.05,-5158.588338839513,-5089.893883259965,305,530,270,0.5094339622641509,0.8852459016393442,0.4778761061946903,0.25596267837643527,0.41404636309404175,0.7670068027210885,1.0
20,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-5094.699223701287,0.05,-5380.18265934238,-5382.212826980596,323,532,290,0.5451127819548872,0.8978328173374613,0.5132743362831859,0.2706881185632061,0.42733566776311377,0.7857142857142857,1.0
21,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-4814.872932503013,0.14166666666666666,-5037.043458277685,-5018.466358842954,317,538,280,0.5204460966542751,0.8832807570977917,0.48695652173913045,0.25466471018024134,0.4109106743242392,0.7738095238095238,1.0
22,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4956.688019417456,0.14166666666666666,-5144.554937526085,-5188.425791637476,311,528,277,0.5246212121212122,0.8906752411575563,0.4928825622775801,0.26352612190899055,0.41913158851097526,0.7653061224489796,1.0
23,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4704.977518325764,0.06666666666666667,-4902.3701419299305,-4942.631272372975,325,534,294,0.550561797752809,0.9046153846153846,0.5203539823008849,0.25097758635315776,0.40545217081995344,0.7602040816326531,1.0
24,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4647.983799618769,0.05,-4902.398493196973,-4909.750590261707,320,518,271,0.5231660231660231,0.846875,0.47795414462081126,0.2514064368386428,0.4109798706839739,0.7431972789115646,1.0
25,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-4958.831074643767,0.10833333333333334,-5219.255383083506,-5242.337886982523,315,538,289,0.5371747211895911,0.9174603174603174,0.5124113475177305,0.26381552542702297,0.42242439921305774,0.7670068027210885,1.0
26,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-4704.484175366677,0.058333333333333334,-4935.863769970209,-4962.792163827302,337,527,302,0.573055028462998,0.8961424332344213,0.5373665480427047,0.25161018916202255,0.4050035914960355,0.7551020408163265,1.0
27,3.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,1.75,-5141.672083575542,0.058333333333333334,-5360.028223018798,-5378.620450847119,308,547,286,0.5228519195612431,0.9285714285714286,0.5026362038664324,0.2722921144906997,0.4301552134078066,0.7687074829931972,1.0
28,3.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,1.7345132743362832,-5049.609255210231,0.041666666666666664,-5403.69648255402,-5370.87965891376,329,532,292,0.5488721804511278,0.8875379939209727,0.5131810193321616,0.27236441680877077,0.43138749246458485,0.7891156462585034,1.0
29,3.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,1.719298245614035,-4451.004933004762,0.11666666666666667,-4624.368607206585,-4655.715065128285,321,519,282,0.5433526011560693,0.8785046728971962,0.5053763440860215,0.2338865496285498,0.3907730058221218,0.7380952380952381,1.0
0,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1957.3326201706263,0.05,-2170.9964857820323,-2188.6575872260782,320,489,272,0.556237218813906,0.85,0.5065176908752328,0.1394307313166272,0.2833997958761458,0.4336734693877551,1.0
1,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-2033.6454365244456,0.11666666666666667,-2221.7114011231806,-2216.3728777713936,309,480,248,0.5166666666666667,0.8025889967637541,0.4584103512014787,0.13062195634161985,0.2755644769246204,0.467687074829932,1.0
2,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-2163.9710545537837,0.041666666666666664,-2456.8047106056338,-2483.5552130066476,329,485,268,0.5525773195876289,0.8145896656534954,0.4908424908424908,0.14799667712372594,0.2960365895980172,0.47959183673469385,1.0
3,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1934.6708962750454,0.09166666666666666,-2116.3116945320376,-2144.409930522064,317,470,260,0.5531914893617021,0.8201892744479495,0.49335863377609107,0.1339186387941776,0.28055654887524095,0.43537414965986393,1.0
4,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-2000.041374113824,0.03333333333333333,-2233.514606314746,-2175.201189118983,302,478,253,0.5292887029288703,0.8377483443708609,0.48007590132827327,0.14077202792421334,0.28549208418907296,0.4489795918367347,1.0
5,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-2072.2319378605453,0.13333333333333333,-2267.436257853492,-2310.1768866463417,307,476,256,0.5378151260504201,0.8338762214983714,0.4857685009487666,0.13915191391161658,0.2821288393458447,0.4387755102040816,1.0
6,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2266.0805327564026,0.11666666666666667,-2454.314664139859,-2519.885217731587,323,488,268,0.5491803278688525,0.8297213622291022,0.49355432780847147,0.15924320602532918,0.3095984795909001,0.44727891156462585,1.0
7,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2156.947477618694,0.06666666666666667,-2388.833504672364,-2388.2998541227757,310,485,263,0.5422680412371134,0.8483870967741935,0.4943609022556391,0.15829847118682056,0.3094713177080296,0.4064625850340136,1.0
8,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1966.0997484659188,0.03333333333333333,-2183.836262630903,-2164.610418437419,309,463,244,0.5269978401727862,0.7896440129449838,0.4621212121212121,0.13127635316056308,0.2697428710952355,0.4336734693877551,1.0
9,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-1839.484274476445,0.041666666666666664,-2169.7137741800334,-2136.5902756613405,317,479,265,0.5532359081419624,0.8359621451104101,0.4990583804143126,0.13870444570626053,0.28362286994976404,0.43537414965986393,1.0
10,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-2022.2526815281326,0.16666666666666666,-2182.73203034517,-2225.620679205662,316,484,265,0.5475206611570248,0.8386075949367089,0.4953271028037383,0.1330022695756688,0.2763749462219279,0.4608843537414966,1.0
11,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-2339.787952219598,0.10833333333333334,-2518.0497922869295,-2545.3731034540556,303,485,254,0.5237113402061856,0.8382838283828383,0.4756554307116105,0.1518437141084222,0.298732233321444,0.467687074829932,1.0
12,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2415.4475000734783,0.15833333333333333,-2581.6045737644267,-2575.9137333837657,316,482,256,0.5311203319502075,0.810126582278481,0.47232472324723246,0.15066161158141375,0.2998947774181307,0.5085034013605442,1.0
13,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-1857.2437394420976,0.08333333333333333,-2084.890804024775,-2107.6667993959304,303,474,242,0.510548523206751,0.7986798679867987,0.4523364485981308,0.1347309971025215,0.27752928227268375,0.42346938775510207,1.0
14,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2137.573811259978,0.16666666666666666,-2320.0037876586334,-2326.472830020868,336,487,284,0.5831622176591376,0.8452380952380952,0.5269016697588126,0.1457009512189215,0.2951375063170483,0.44727891156462585,1.0
15,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-1875.2231096684254,0.08333333333333333,-2115.272953033243,-2107.3061613632685,313,455,246,0.5406593406593406,0.7859424920127795,0.47126436781609193,0.1309233654249293,0.27199973512251713,0.4336734693877551,1.0
16,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-1816.8407290417442,0.008333333333333333,-2077.2935424751713,-2070.4413964382447,315,474,258,0.5443037974683544,0.819047619047619,0.4858757062146893,0.13130939526713054,0.2765832427781095,0.445578231292517,1.0
17,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1915.4015180148097,0.11666666666666667,-2159.958639859816,-2178.2162555359537,302,464,236,0.5086206896551724,0.7814569536423841,0.44528301886792454,0.13040604499936684,0.2739889989889618,0.4421768707482993,1.0
18,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-2081.6528429344016,0.058333333333333334,-2327.0529553983138,-2303.4716593706894,313,487,252,0.5174537987679672,0.805111821086262,0.45985401459854014,0.1383564098016568,0.2894332668965289,0.47619047619047616,1.0
19,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-1977.3315857387627,0.041666666666666664,-2336.11371109585,-2272.236346943669,305,476,255,0.5357142857142857,0.8360655737704918,0.4847908745247148,0.14076080533801938,0.29010766899992957,0.46258503401360546,1.0
20,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2600.194919981933,0.09166666666666666,-2767.6167837056546,-2768.256783798542,323,482,270,0.5601659751037344,0.8359133126934984,0.5046728971962616,0.16088523310246838,0.30599441487325785,0.4931972789115646,1.0
21,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-1939.64717842731,0.06666666666666667,-2196.1047026751216,-2202.6835070653824,317,478,253,0.5292887029288703,0.7981072555205048,0.466789667896679,0.13196419051187747,0.2778442596835028,0.4523809523809524,1.0
22,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1809.290676149541,0.1,-2022.3512634768472,-2057.419096728334,311,466,245,0.5257510729613734,0.7877813504823151,0.4605263157894737,0.13296934954225065,0.2795397324998312,0.4217687074829932,1.0
23,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-1782.3483731147132,0.08333333333333333,-1985.1115246227062,-2020.73151079223,325,469,267,0.5692963752665245,0.8215384615384616,0.5066413662239089,0.1317440510678146,0.27630287993509395,0.4302721088435374,1.0
24,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1818.150232074016,0.075,-2052.6619297421903,-2049.109284599795,320,469,256,0.5458422174840085,0.8,0.4803001876172608,0.1286000978658478,0.274552425320022,0.4421768707482993,1.0
25,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2088.0209652479743,0.06666666666666667,-2321.5591406874764,-2313.455185771367,315,484,265,0.5475206611570248,0.8412698412698413,0.49625468164794007,0.14097792537131956,0.28953484746220964,0.44387755102040816,1.0
26,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-2102.246181319832,0.058333333333333334,-2340.31515214748,-2400.6250133186495,337,486,281,0.5781893004115226,0.8338278931750742,0.518450184501845,0.1440982029297218,0.2868844491732606,0.47278911564625853,1.0
27,10.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,0.525,-2220.729517510476,0.06666666666666667,-2434.029754702548,-2423.2876310769893,308,486,251,0.5164609053497943,0.814935064935065,0.4622467771639042,0.15502824800501316,0.3019959932290772,0.45918367346938777,1.0
28,10.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,0.5203539823008849,-2376.9253119532123,0.1,-2620.633199673938,-2616.400295058033,329,470,262,0.5574468085106383,0.7963525835866262,0.48789571694599626,0.15989127627318528,0.3086576784885893,0.4812925170068027,1.0
29,10.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,0.5157894736842106,-1901.2343718411787,0.11666666666666667,-2061.9758509600674,-2099.6592909990113,321,463,264,0.5701943844492441,0.822429906542056,0.5076923076923077,0.12521247891483916,0.2662459014520129,0.445578231292517,1.0
0,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3253.239917470579,0.05,-3563.2758765445665,-3521.25696308717,188,272,164,0.6029411764705882,0.8723404255319149,0.5540540540540541,0.31922029882116365,0.4787763788068376,0.9866666666666667,1.0
1,0.03,chr2_5Mb,MKK,300,120,51,165,113,2.6548672566371683,88.49557522123895,-3367.4496886116885,0.08333333333333333,-3552.8317241865107,-3603.5743076225754,180,270,153,0.5666666666666667,0.85,0.5151515151515151,0.31554931204446957,0.4736534368682667,0.9966666666666667,1.0
2,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3640.876821869696,0.10833333333333334,-3777.4828105656375,-3829.4918844570925,187,276,166,0.6014492753623188,0.8877005347593583,0.5589225589225589,0.343996419204537,0.5038359554053641,0.9966666666666667,1.0
3,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3250.0332473621347,0.025,-3460.410145674459,-3485.496011572523,189,272,165,0.6066176470588235,0.873015873015873,0.5574324324324325,0.3058957119657748,0.4646434724923908,0.9933333333333333,1.0
4,0.03,chr2_5Mb,MKK,300,120,51,165,113,2.6548672566371683,88.49557522123895,-3381.376133653518,0.025,-3690.4082972851884,-3657.4915057453236,184,275,164,0.5963636363636363,0.8913043478260869,0.5559322033898305,0.334140714066116,0.4916432386162985,0.9833333333333333,1.0
5,0.03,chr2_5Mb,MKK,300,120,51,165,115,2.608695652173913,86.95652173913044,-3601.8288264552007,0.075,-3834.0460148350153,-3834.7290437968763,180,272,155,0.5698529411764706,0.8611111111111112,0.5218855218855218,0.3531659263682399,0.5094383864866429,0.99,1.0
6,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3464.3943741920248,0.10833333333333334,-3740.5157435710385,-3756.932814774751,186,270,159,0.5888888888888889,0.8548387096774194,0.5353535353535354,0.3387108697146278,0.4971755291102839,1.0,1.0
7,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3715.3458731168375,0.03333333333333333,-3915.2497543458567,-3911.480813934376,189,278,168,0.60431654676259,0.8888888888888888,0.5618729096989966,0.3625279479470521,0.5223679259260814,0.9933333333333333,1.0
8,0.03,chr2_5Mb,MKK,300,120,51,165,115,2.608695652173913,86.95652173913044,-3321.8714053689173,0.06666666666666667,-3606.582132186757,-3575.4331608181933,182,277,161,0.5812274368231047,0.8846153846153846,0.540268456375839,0.32294796155780603,0.4814779440708969,0.9966666666666667,1.0
9,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3631.106822194004,0.09166666666666666,-3876.5646858162427,-3888.900949079239,188,279,171,0.6129032258064516,0.9095744680851063,0.5777027027027027,0.3551109448614582,0.5142826751187408,0.99,1.0
10,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3429.050233022179,0.016666666666666666,-3833.170026403459,-3813.981919877611,181,279,165,0.5913978494623656,0.9116022099447514,0.559322033898305,0.3501635619181382,0.5078033949048015,0.9933333333333333,1.0
11,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3692.613833278387,0.06666666666666667,-3928.3773112474228,-3904.2399384646833,176,282,163,0.5780141843971631,0.9261363636363636,0.5525423728813559,0.36493626206083263,0.5224699067417856,0.9833333333333333,1.0
12,0.03,chr2_5Mb,MKK,300,120,51,165,114,2.6315789473684212,87.71929824561404,-3798.9356053373785,0.03333333333333333,-4087.795384408528,-4105.4740461799665,173,277,155,0.5595667870036101,0.8959537572254336,0.5254237288135594,0.3839049473145772,0.5415638841849948,0.99,1.0
13,0.03,chr2_5Mb,MKK,300,120,51,165,115,2.608695652173913,86.95652173913044,-3372.5449046491317,0.11666666666666667,-3599.8870348238916,-3608.105148939205,184,275,163,0.5927272727272728,0.8858695652173914,0.5506756756756757,0.32439463768436266,0.485198760111853,0.9833333333333333,1.0
14,0.03,chr2_5Mb,MKK,300,120,51,165,113,2.6548672566371683,88.49557522123895,-3568.827391455773,0.06666666666666667,-3877.3748034647183,-3841.6532893488684,186,275,164,0.5963636363636363,0.8817204301075269,0.5521885521885522,0.35564880592599524,0.5161698423848281,0.9933333333333333,1.0
